,Province_State,Date,Confirmed,Deaths,Recovered,Active,Incident_Rate,Total_Test_Results,Case_Fatality_Ratio,Testing_Rate
903,Arkansas,01-30-2021,294387,4838,271911.0,17638.0,9755.007283441866,2420194.0,1.6434149605791015,80197.18974459574
904,California,01-30-2021,3310949,40976,,3270247.0,8379.556371708066,41980456.0,1.2293152205002251,106246.7581234293
905,Colorado,01-30-2021,395019,5620,20970.0,368429.0,6859.4740234662595,5426059.0,1.422716375668006,94223.08992806757
906,Connecticut,01-30-2021,250023,7046,9800.0,233177.0,7012.703325146053,5708292.0,2.818140731052744,160107.50326691792
907,Delaware,01-30-2021,77551,1301,,76470.0,7964.044676122758,1221186.0,1.3939214194530052,125408.82595782961
908,Florida,01-30-2021,1713589,26360,,1687229.0,7978.442980282327,19027767.0,1.5382918541143764,88592.97885992365
909,Georgia,01-30-2021,905858,14196,,891662.0,8531.806635188219,6425042.0,1.5671330385115547,60514.13794100508
910,Hawaii,01-30-2021,26545,407,,25588.0,1835.9004203769837,982906.0,1.5618988997460952,69420.54083984993
911,Idaho,01-30-2021,162683,1725,81034.0,79924.0,9103.362216819198,601646.0,1.0603443506697074,33666.710500177665
912,Illinois,01-30-2021,1123873,21213,,1102660.0,8842.675413423216,15952421.0,1.8871460597147056,125888.93892992965
913,Indiana,01-30-2021,624959,11262,404922.0,210070.0,9283.105614954,6976408.0,1.5948246204951044,103627.16958554082
914,Iowa,01-30-2021,319110,4651,281466.0,32993.0,10114.197149350091,1251252.0,1.4574911472532983,39658.4544875391
915,Kansas,01-30-2021,276956,3767,5647.0,267542.0,9506.561942859576,1168723.0,1.3601438495645517,40116.61633452487
916,Kentucky,01-30-2021,361115,3714,43298.0,314103.0,8082.843126611997,3590222.0,1.0284812317405811,80359.99948966721
917,Louisiana,01-30-2021,397276,8801,344321.0,44154.0,8545.786283496322,4964052.0,2.2153364411643293,106781.50075051724
918,Maine,01-30-2021,39168,590,12398.0,26180.0,2913.826092907964,1376441.0,1.5063316993464049,102397.61287654033
919,Maryland,01-30-2021,352726,7107,9491.0,336128.0,5834.347831840258,6966924.0,2.014878404200428,115238.05428008098
920,Massachusetts,01-30-2021,521360,14531,389717.0,117112.0,7564.160653974325,13538980.0,2.7871336504526623,196430.52748761952
921,Michigan,01-30-2021,610138,15525,481801.0,112812.0,6109.409597033381,9366357.0,2.544506324798652,93786.83403597347
922,Minnesota,01-30-2021,460819,6255,444782.0,9782.0,8171.082794054649,6210344.0,1.3573659072217077,110119.66738255262
923,Mississippi,01-30-2021,274190,6018,222812.0,45360.0,9212.912391147083,1568678.0,2.1948284036616945,52708.31534308262
924,Missouri,01-30-2021,531550,7070,,465902.0,7705.866366171627,4143475.0,1.4885546219198125,67511.58628663342
925,Montana,01-30-2021,93762,1232,88822.0,3708.0,8772.822793882358,952960.0,1.3139651457946715,89163.51197348748
926,Nebraska,01-30-2021,190570,1920,135957.0,52693.0,9851.592838739294,2090962.0,1.007503804376345,108093.12203009913
927,Nevada,01-30-2021,277349,4264,,273085.0,9004.381596256813,2479193.0,1.5374131509397906,80489.20249493858
928,New Hampshire,01-30-2021,65655,1042,59082.0,5238.0,4807.050910083099,1254902.0,1.594198463939292,92291.81789365533
929,New Jersey,01-30-2021,692543,21455,67296.0,603792.0,7796.984752634204,9403688.0,3.0980025789012378,105871.27724131098
930,New Mexico,01-30-2021,173539,3265,102298.0,67976.0,8276.259055936369,2328334.0,1.8814214672206249,111040.719104896
931,New York,01-30-2021,1408698,43453,126842.0,1238403.0,7241.337460015675,31918685.0,3.0846214021742058,164076.30973064518
932,North Carolina,01-30-2021,752627,9287,635543.0,107797.0,7176.019947971431,8882652.0,1.23394457015228,84692.79994324988
933,North Dakota,01-30-2021,97561,1447,95108.0,1006.0,12802.2391878876,1344399.0,1.4831746292063428,176415.960906068
934,Ohio,01-30-2021,892781,17082,775893.0,105767.0,7637.722322505582,9033143.0,1.2456582297338317,77278.34478274632
935,Oklahoma,01-30-2021,387307,3504,354223.0,28863.0,9769.846683233209,3181931.0,0.9063866111384152,80413.30098198849
936,Oregon,01-30-2021,142416,1957,,140459.0,3376.5974502440527,3162750.0,1.3741433546792494,74986.89463093597
937,Pennsylvania,01-30-2021,842475,21562,688175.0,132738.0,6580.813340801967,9173901.0,2.559363779340633,34864.63704975844
938,Rhode Island,01-30-2021,114438,2333,6941.0,105343.0,10802.549839006722,2497271.0,1.882241912651392,235733.71117116828
939,South Carolina,01-30-2021,439785,7014,194982.0,237789.0,8541.647487120084,4188261.0,1.5948702206760121,81345.76906000217
940,South Dakota,01-30-2021,108070,1775,103401.0,2894.0,12216.006393423906,401617.0,1.6424539650226704,45397.94429265966
941,Tennessee,01-30-2021,724742,9574,680847.0,34321.0,10612.44009890508,6404722.0,1.3210218256979724,93784.72418479892
942,Texas,01-30-2021,2363266,36924,1932694.0,393648.0,8150.350734299123,17263046.0,1.5624140490321443,59536.201021103654
943,Utah,01-30-2021,345430,1663,304074.0,39693.0,10774.626492299649,2598403.0,0.4814289436354688,81049.19028883099
944,Vermont,01-30-2021,11831,173,8095.0,3563.0,1896.0270132967087,889677.0,1.4622601639759951,142578.95571877068
945,Virginia,01-30-2021,502221,6449,39192.0,456580.0,5883.89528510217,5210235.0,1.284096045366482,61041.806596646325
946,Washington,01-30-2021,311597,4285,,307312.0,4091.941935362716,4524221.0,1.3751737019290944,59412.798052448015
947,West Virginia,01-30-2021,120340,2015,96518.0,21807.0,6714.850958096628,1936860.0,1.6744224696692704,108074.83984293696
948,Wisconsin,01-30-2021,590997,6430,515745.0,68822.0,10150.342623033595,6154838.0,1.087991986422943,105709.02134742963
949,Wyoming,01-30-2021,51704,596,49981.0,1127.0,8933.597576884333,634985.0,1.1527154572180105,109714.92451953233
950,Alabama,01-31-2021,459639,7688,242143.0,209808.0,9374.294463700637,2140705.0,1.6726169885497095,43659.47848184394
951,Alaska,01-31-2021,54350,262,,54089.0,7429.618136956715,1500325.0,0.4820518481720668,205089.9124455775
952,Arizona,01-31-2021,758404,13120,103439.0,641845.0,10419.473651743843,6698752.0,1.7299486817052652,47498.97543756682
953,Arkansas,01-31-2021,295268,4868,273216.0,17184.0,9784.200696930617,2431538.0,1.6486717151875585,80573.09222202635
954,California,01-31-2021,3324264,41211,,3283336.0,8413.254804722073,42279018.0,1.2311898212656998,107002.37746684108
955,Colorado,01-31-2021,396185,5640,20970.0,369575.0,6879.721522222932,5452050.0,1.4235773691583478,94674.42160918648
956,Connecticut,01-31-2021,250023,7046,9800.0,233177.0,7012.703325146053,5708292.0,2.818140731052744,160107.50326691792
957,Delaware,01-31-2021,78071,1305,,76981.0,8017.445705530293,1230883.0,1.3961650292682302,126404.65246199285
958,Florida,01-31-2021,1721377,26479,,1694898.0,8014.70378373662,19157510.0,1.5382452536544868,89197.06019307341
959,Georgia,01-31-2021,909445,14198,,895247.0,8565.59072761818,6452746.0,1.5611719235357828,60775.06754699327
960,Hawaii,01-31-2021,26596,410,,25663.0,1841.4093929394749,987475.0,1.5687327401043265,69743.23950187588
961,Idaho,01-31-2021,162683,1725,81591.0,79367.0,9103.362216819198,603115.0,1.0603443506697074,33748.912322719094
962,Illinois,01-31-2021,1126301,21253,,1105048.0,8888.233190793968,16039292.0,1.8869733756784377,126574.48365156045
963,Indiana,01-31-2021,626682,11296,405459.0,211249.0,9308.698959436702,7014523.0,1.59155680233356,104193.32763833145
964,Iowa,01-31-2021,319408,4901,282324.0,32183.0,10123.642264672415,1253688.0,1.5344011421129091,39735.66355104641
965,Kansas,01-31-2021,276956,3767,5647.0,267542.0,9506.561942859576,1168723.0,1.3601438495645517,40116.61633452487
966,Kentucky,01-31-2021,362881,3745,43380.0,315756.0,8122.371534353566,3590222.0,1.0320187609712277,80359.99948966721
967,Louisiana,01-31-2021,400626,8859,344321.0,47446.0,8617.847983799671,5007448.0,2.2112893321951157,107714.99016734233
968,Maine,01-31-2021,39324,590,12409.0,26325.0,2925.431405165257,1376597.0,1.5003560166819243,102409.2181887976
969,Maryland,01-31-2021,354473,7127,9499.0,337847.0,5863.244498551032,7013154.0,2.0105903693652265,116002.73252967409
970,Massachusetts,01-31-2021,524025,14577,389717.0,119731.0,7602.825852959368,13632898.0,2.7817375125232573,197793.1384288117
971,Michigan,01-31-2021,610138,15525,481801.0,112812.0,6109.409597033381,9366357.0,2.544506324798652,93786.83403597347
972,Minnesota,01-31-2021,461807,6268,446137.0,9402.0,8188.601667626541,6236640.0,1.3572769576901174,110585.93894069684
973,Mississippi,01-31-2021,275001,6045,222812.0,46144.0,9240.1623709028,1569489.0,2.1981738248224554,52735.56532283834
974,Missouri,01-31-2021,532747,7071,,466936.0,7722.7301077910815,4156792.0,1.4855151199319798,67728.56642880372
975,Montana,01-31-2021,93949,1233,89073.0,3643.0,8790.319411514833,956488.0,1.3124141821626627,89493.60858850014
976,Nebraska,01-31-2021,190713,1920,136686.0,52107.0,9858.985281285024,2100123.0,1.006748360101304,108566.7036116476
977,Nevada,01-31-2021,278308,4270,,274038.0,9035.516382936448,2488049.0,1.534271382784541,80776.72039987585
978,New Hampshire,01-31-2021,65949,1057,59752.0,4886.0,4831.541408431644,1262157.0,1.6089504528502931,92825.38715947726
979,New Jersey,01-31-2021,696829,21484,67719.0,607626.0,7845.238617953454,9407974.0,3.08310934246422,105919.53110663024
980,New Mexico,01-31-2021,174064,3283,102961.0,67820.0,8301.296863025073,2343455.0,1.886087875723872,111761.8556401118
981,New York,01-31-2021,1419907,43634,127798.0,1248475.0,7298.956730852516,32161751.0,3.0730181624571187,165325.7776301213
982,North Carolina,01-31-2021,757526,9335,635543.0,112648.0,7222.73010017845,8943621.0,1.2323009375255771,85274.11679769155
983,North Dakota,01-31-2021,97629,1447,95227.0,955.0,12811.162346370771,1345999.0,1.4821415767855863,176625.9175762602
984,Ohio,01-31-2021,895792,17154,779888.0,104729.0,7663.481362979186,9074070.0,1.2474994195081002,77628.47439067165
985,Oklahoma,01-31-2021,390197,3547,356386.0,29539.0,9842.680171272421,3184813.0,0.9107201544655328,80486.13447002771
986,Oregon,01-31-2021,142416,1957,,140459.0,3376.5974502440527,3162750.0,1.3741433546792494,74986.89463093597
987,Pennsylvania,01-31-2021,846046,21617,688175.0,136254.0,6608.707443819862,9228711.0,2.555062017904464,34997.491405437075
988,Rhode Island,01-31-2021,114438,2341,6941.0,105343.0,10802.549839006722,2497271.0,1.882241912651392,235733.71117116828
989,South Carolina,01-31-2021,443386,7042,196661.0,239683.0,8611.587281795028,4227525.0,1.58823237540202,82108.36725442509
990,South Dakota,01-31-2021,108250,1778,103639.0,2833.0,12236.35321632403,402613.0,1.6424942263279445,45510.530046040345
991,Tennessee,01-31-2021,727861,9650,683295.0,34916.0,10658.111800929366,6437840.0,1.3258025914288578,94269.67302341397
992,Texas,01-31-2021,2376344,37074,1947493.0,391777.0,8195.453692198558,17399120.0,1.5601276582851642,60005.488365744095
993,Utah,01-31-2021,346624,1665,306385.0,38574.0,10811.869650195044,2607358.0,0.4803475812407681,81328.51397304643
994,Vermont,01-31-2021,11965,174,8254.0,3537.0,1917.5017508321466,897351.0,1.4542415378186375,143808.78509076286
995,Virginia,01-31-2021,504779,6464,40322.0,457993.0,5913.864171586989,5234155.0,1.2805604036618006,61322.04731780224
996,Washington,01-31-2021,311597,4285,,307312.0,4091.941935362716,4548239.0,1.3751737019290944,59728.20629259006
997,West Virginia,01-31-2021,121001,2024,97782.0,21195.0,6751.734093241235,1945579.0,1.6727134486491848,108561.35127308195
998,Wisconsin,01-31-2021,592140,6434,517169.0,68537.0,10169.973588365276,6177575.0,1.0865673658256494,106099.52813548424
999,Wyoming,01-31-2021,51912,596,50003.0,1313.0,8969.536542844258,634985.0,1.1480967791647405,109714.92451953233
1000,Alabama,02-01-2021,460860,7688,242143.0,211029.0,9399.19664462997,2144425.0,1.6681855661155232,43735.347534306784
1001,Alaska,02-01-2021,54457,262,,54197.0,7444.381411943216,1507662.0,0.4810958702877394,206092.85826572528
1002,Arizona,02-01-2021,762145,13124,104102.0,644919.0,10470.870072294334,6726250.0,1.7219820375387886,47636.650799859366
1003,Arkansas,02-01-2021,296494,4895,274904.0,16695.0,9824.82626439623,2438501.0,1.6509608963419158,80803.82291228986
1004,California,02-01-2021,3342647,41702,,3301245.0,8459.77964843942,42569193.0,1.2385992298917594,107736.77046720454
1005,Colorado,02-01-2021,397101,5641,21043.0,370417.0,6895.627790542925,5467870.0,1.4205454028068425,94949.13467121954
1006,Connecticut,02-01-2021,253954,7119,9800.0,237035.0,7122.960928531139,5810473.0,2.803263583168605,162973.49974910857
1007,Delaware,02-01-2021,78495,1308,,77394.0,8060.9880833549,1236920.0,1.40263711064399,127024.61787455688
1008,Florida,02-01-2021,1727107,26685,,1700422.0,8041.382572102452,19217006.0,1.545069297964747,89474.0726176133
1009,Georgia,02-01-2021,912479,14242,,898237.0,8594.166399888183,6474133.0,1.560803043138527,60976.500606597285
1010,Hawaii,02-01-2021,26692,410,,25747.0,1847.3421326221576,993306.0,1.5636947545496254,70155.0705148488
1011,Idaho,02-01-2021,163165,1735,81591.0,79839.0,9130.333815501954,603115.0,1.0633407899978549,33748.912322719094
1012,Illinois,02-01-2021,1128613,21273,,1107340.0,8906.478398013987,16100555.0,1.8848799367010656,127057.94218526287
1013,Indiana,02-01-2021,628391,11331,407664.0,210738.0,9334.084348711767,7039744.0,1.5896153827791932,104567.95894488877
1014,Iowa,02-01-2021,320187,4906,283036.0,32245.0,10148.332683585468,1255188.0,1.532229603325557,39783.20607783662
1015,Kansas,02-01-2021,279008,3797,5715.0,269496.0,9576.99719288755,1177617.0,1.360892877623581,40421.904401653934
1016,Kentucky,02-01-2021,364498,3780,43492.0,317226.0,8158.564872585795,3621461.0,1.0370427272577627,81059.22255276964
1017,Louisiana,02-01-2021,401591,8912,344321.0,48358.0,8638.606055678096,5018961.0,2.2191732384440885,107962.64579587738
1018,Maine,02-01-2021,39543,595,12422.0,26526.0,2941.723478141841,1408036.0,1.5046910957691626,104748.06057377854
1019,Maryland,02-01-2021,355636,7154,9501.0,338981.0,5882.481375130673,7038562.0,2.0116073738316707,116422.99956332456
1020,Massachusetts,02-01-2021,526423,14607,389717.0,122099.0,7637.6172777871825,13721200.0,2.774764780414229,199074.2695360452
1021,Michigan,02-01-2021,612710,15536,481801.0,115373.0,6135.16344531618,9416174.0,2.5356204403388225,94285.65964246806
1022,Minnesota,02-01-2021,462528,6270,447420.0,8838.0,8201.386189737203,6255856.0,1.3555936073059358,110926.6703926781
1023,Mississippi,02-01-2021,275706,6056,222812.0,46838.0,9263.85070102337,1603336.0,2.196542694029147,53872.840371903425
1024,Missouri,02-01-2021,534394,7074,,467723.0,7735.601949220422,4165512.0,1.4836751501262724,67870.64548863139
1025,Montana,02-01-2021,94070,1234,89218.0,3618.0,8801.640752335845,958978.0,1.3117890932284468,89726.58494093256
1026,Nebraska,02-01-2021,190950,1920,136972.0,52058.0,9871.237091658017,2102977.0,1.0054988216810683,108714.24229014768
1027,Nevada,02-01-2021,279146,4278,,274868.0,9062.722797157026,2496070.0,1.5325313635158662,81037.12928825682
1028,New Hampshire,02-01-2021,66289,1059,60337.0,4662.0,4858.238257982763,1267372.0,1.6031366375003784,93208.92454352432
1029,New Jersey,02-01-2021,700346,21513,68012.0,610821.0,7884.834708557238,9567658.0,3.0717673835504167,107717.33097355494
1030,New Mexico,02-01-2021,174550,3295,104125.0,67130.0,8324.474718730044,2354900.0,1.887711257519336,112307.67983464556
1031,New York,02-01-2021,1428839,43805,128354.0,1256680.0,7344.871203786289,32336789.0,3.0657757801963688,166225.55119856974
1032,North Carolina,02-01-2021,761302,9342,683697.0,68263.0,7258.732862932829,8989114.0,1.2271082960507131,85707.87571876807
1033,North Dakota,02-01-2021,97680,1447,95308.0,925.0,12817.854715233145,1346554.0,1.4813677313677314,176698.74629623312
1034,Ohio,02-01-2021,899079,17224,786249.0,101600.0,7691.601577538048,9104857.0,1.2490559783956694,77891.85651589942
1035,Oklahoma,02-01-2021,391611,3564,358040.0,29264.0,9877.959681786902,3186209.0,0.9118167770193518,80521.41398054219
1036,Oregon,02-01-2021,143373,1958,,141415.0,3399.2873429519195,3162750.0,1.3656685707908742,74986.89463093597
1037,Pennsylvania,02-01-2021,849966,21651,693783.0,134532.0,6639.327685721335,9264604.0,2.547278361722704,35093.96860128531
1038,Rhode Island,02-01-2021,115956,2352,7054.0,106729.0,10945.843768082836,2545504.0,1.8739866846045048,240286.73889259656
1039,South Carolina,02-01-2021,445916,7283,197810.0,240823.0,8660.725765696056,4258793.0,1.6332672521282037,82715.66453292996
1040,South Dakota,02-01-2021,108315,1778,103709.0,2828.0,12243.700680149077,402883.0,1.6415085629875823,45541.050280390526
1041,Tennessee,02-01-2021,729187,9753,685162.0,34272.0,10677.5284975899,6447858.0,1.3375169880977034,94416.36719169843
1042,Texas,02-01-2021,2412627,37245,1974572.0,400810.0,8320.585258299274,17504358.0,1.5437529298975765,60368.429571082874
1043,Utah,02-01-2021,347208,1668,307848.0,37692.0,10830.085734123779,2613818.0,0.4804036773346237,81530.0138055458
1044,Vermont,02-01-2021,12083,175,8268.0,3640.0,1936.4123406021577,908823.0,1.4483158156087064,145647.2790385728
1045,Virginia,02-01-2021,507640,6474,40511.0,460655.0,5947.382930083103,5261801.0,1.2753132140887242,61645.940920522815
1046,Washington,02-01-2021,313335,4318,,309017.0,4114.765630981289,4548239.0,1.3780777761820415,59728.20629259006
1047,West Virginia,02-01-2021,121425,2028,98782.0,20615.0,6775.392866768184,1950731.0,1.6701667696108708,108848.82769103203
1048,Wisconsin,02-01-2021,592921,6436,518801.0,67684.0,10183.387222594536,6160773.0,1.0854734441856504,105810.9546626033
1049,Wyoming,02-01-2021,52057,596,50317.0,1144.0,8994.59014892209,651791.0,1.144898860864053,112618.72385569815
1050,Alabama,02-02-2021,462938,7894,242143.0,212901.0,9441.577260494965,2133836.0,1.7051959441653093,43519.38586857318
1051,Alaska,02-02-2021,54596,279,,54315.0,7462.835505676341,1511785.0,0.5110451697988789,206656.459958034
1052,Arizona,02-02-2021,765083,13362,104681.0,647040.0,10511.23432879723,6754669.0,1.7464771796001215,47768.32235681097
1053,Arkansas,02-02-2021,298004,4939,276704.0,16361.0,9874.862648468888,2446230.0,1.6573603038885385,81059.93629804984
1054,California,02-02-2021,3355781,42157,,3313879.0,8493.019995356879,42851891.0,1.2486512081688286,108452.24020931445
1055,Colorado,02-02-2021,398037,5650,21127.0,371260.0,6911.8813572978515,5482105.0,1.4194660295399677,95196.32433228404
1056,Connecticut,02-02-2021,256522,7133,9800.0,239589.0,7194.9887905237365,5869595.0,2.7806581891611635,164631.76737244436
1057,Delaware,02-02-2021,78696,1316,,77588.0,8081.629635106658,1243589.0,1.4079495781234117,127709.48607670852
1058,Florida,02-02-2021,1737640,26822,,1710818.0,8090.4240516587015,19326910.0,1.5435878547915565,89985.78388402838
1059,Georgia,02-02-2021,917440,14450,,902990.0,8640.891485626973,6494048.0,1.5750348796651552,61164.06966172488
1060,Hawaii,02-02-2021,26734,410,,25809.0,1851.721059530805,995847.0,1.559996948661225,70334.53589024997
1061,Idaho,02-02-2021,163656,1741,82721.0,79194.0,9157.809033247253,605237.0,1.063816786430073,33867.65450613156
1062,Illinois,02-02-2021,1130917,21336,,1109581.0,8924.660473029093,16161454.0,1.8866106000705625,127538.52820364176
1063,Indiana,02-02-2021,629903,11371,409565.0,210284.0,9356.54351113652,7067175.0,1.5961187674927726,104975.41746636583
1064,Iowa,02-02-2021,321274,4919,286315.0,30040.0,10182.785167999442,1256662.0,1.531091840609573,39829.92453416248
1065,Kansas,02-02-2021,279155,3797,5715.0,269643.0,9582.042992962653,1177617.0,1.3601762461714817,40421.904401653934
1066,Kentucky,02-02-2021,366929,3812,43714.0,319403.0,8212.977986526766,3626864.0,1.0388930828579916,81180.15799276267
1067,Louisiana,02-02-2021,404194,8953,344321.0,50920.0,8694.599072361563,5062438.0,2.2150254580721143,108897.87760008297
1068,Maine,02-02-2021,39960,618,12440.0,26902.0,2972.7453705219123,1412247.0,1.5465465465465464,105061.32961169817
1069,Maryland,02-02-2021,356541,7188,9502.0,339851.0,5897.4507416866245,7052264.0,2.0160374262707514,116649.64073520266
1070,Massachusetts,02-02-2021,528662,14652,389717.0,124293.0,7670.1018483415955,13782465.0,2.7715250954295945,199963.13385717786
1071,Michigan,02-02-2021,614143,15609,481801.0,116733.0,6149.512304021176,9434957.0,2.5415904764851183,94473.73683231873
1072,Minnesota,02-02-2021,463132,6278,448595.0,8259.0,8212.096108398562,6264836.0,1.3555530604665624,111085.90064032548
1073,Mississippi,02-02-2021,276531,6132,222812.0,47587.0,9291.571087334672,1604161.0,2.217472905388546,53900.56075821473
1074,Missouri,02-02-2021,536176,7340,,468710.0,7756.017667335566,4173283.0,1.5356497626150158,67997.26204527369
1075,Montana,02-02-2021,94384,1249,89542.0,3593.0,8831.020099590372,962452.0,1.3233175114426174,90051.62905673582
1076,Nebraska,02-02-2021,191437,1929,137446.0,52062.0,9896.412752635431,2110148.0,1.007642200828471,109084.95002088496
1077,Nevada,02-02-2021,279957,4324,,275633.0,9089.052632399138,2503320.0,1.5445229088752916,81272.50697691935
1078,New Hampshire,02-02-2021,66656,1059,61096.0,3903.0,4858.238257982763,1267372.0,1.6031366375003784,93208.92454352432
1079,New Jersey,02-02-2021,703496,21584,68267.0,613645.0,7920.298935285105,9570808.0,3.0681055755825195,107752.7952002828
1080,New Mexico,02-02-2021,174982,3310,105568.0,66104.0,8345.077257134464,2365894.0,1.8916231383799482,112831.99536061355
1081,New York,02-02-2021,1436788,43982,128889.0,1263917.0,7385.732617282769,32486988.0,3.0611335840778184,166997.64120306814
1082,North Carolina,02-02-2021,764228,9409,683697.0,71122.0,7286.631190215487,9019271.0,1.231177083278812,85995.4115546748
1083,North Dakota,02-02-2021,97797,1447,95491.0,859.0,12833.207796740948,1348204.0,1.4795954886141702,176915.26411236878
1084,Ohio,02-02-2021,902736,17297,793766.0,97634.0,7722.8871341677295,9146476.0,1.2557381116959998,78247.90616899505
1085,Oklahoma,02-02-2021,392923,3602,360702.0,27860.0,9910.712006734444,3214634.0,0.9184932834222416,81239.76647794487
1086,Oregon,02-02-2021,143978,1981,,141997.0,3413.6315279971227,3202207.0,1.3759046520996263,75922.39629924767
1087,Pennsylvania,02-02-2021,854197,21775,697400.0,135022.0,6672.377237630811,9306907.0,2.549177765784708,35206.38082098024
1088,Rhode Island,02-02-2021,116191,2366,7096.0,106909.0,10968.026952096594,2553744.0,1.8813849609694384,241064.5662809939
1089,South Carolina,02-02-2021,447904,7318,199045.0,241541.0,8699.337349093385,4284337.0,1.6338322497678073,83211.78841939947
1090,South Dakota,02-02-2021,108431,1779,104052.0,2600.0,12256.813077129153,403407.0,1.6406747147955842,45600.28214261088
1091,Tennessee,02-02-2021,731360,9900,688963.0,32497.0,10709.347865495884,6458818.0,1.3536425289870926,94576.85512186392
1092,Texas,02-02-2021,2431687,37619,1993704.0,400364.0,8386.318732650338,17605821.0,1.5470329857419967,60718.351685882546
1093,Utah,02-02-2021,348409,1685,309977.0,36747.0,10867.54723549092,2623440.0,0.4836270015986958,81830.14250342644
1094,Vermont,02-02-2021,12196,176,8581.0,3439.0,1954.521634195475,886121.0,1.4430960970810105,142009.0738779049
1095,Virginia,02-02-2021,510380,6517,40673.0,463190.0,5979.484082924541,5281726.0,1.2768917277322782,61879.377223575975
1096,Washington,02-02-2021,314692,4316,,310376.0,4132.58597330258,4597590.0,1.3714997521385992,60376.291564438274
1097,West Virginia,02-02-2021,121935,2031,99857.0,20047.0,6803.850353793522,1959437.0,1.665641530323533,109334.61373425284
1098,Wisconsin,02-02-2021,594217,6480,520325.0,67412.0,10205.64595493912,6204596.0,1.09051070568496,106563.61239990011
1099,Wyoming,02-02-2021,52128,624,50431.0,1073.0,9006.857776725716,647149.0,1.1970534069981584,111816.66289422713
1100,Alabama,02-03-2021,465056,8203,242143.0,214710.0,9484.773672623,2139919.0,1.7638735980183031,43643.44808527518
1101,Alaska,02-03-2021,54820,279,,54541.0,7493.729025555503,1520206.0,0.5089383436701933,207807.58531600927
1102,Arizona,02-03-2021,767379,13576,105379.0,648424.0,10542.778349536049,6795188.0,1.7691388479486667,47939.09421124629
1103,Arkansas,02-03-2021,300430,4985,278882.0,16563.0,9955.252229767077,2480443.0,1.6592883533601837,82193.64146909474
1104,California,02-03-2021,3368281,42762,,3325797.0,8524.655775505214,43067233.0,1.2612961923307469,108997.2411828107
1105,Colorado,02-03-2021,399267,5664,21207.0,372396.0,6933.240211046314,5514198.0,1.4185995837371983,95753.6167659014
1106,Connecticut,02-03-2021,257004,7157,9800.0,240047.0,7208.508038763779,5882444.0,2.7847815598200807,164992.1591165031
1107,Delaware,02-03-2021,78982,1318,,77852.0,8111.000201280804,1249291.0,1.4307057304195894,128295.04890301965
1108,Florida,02-03-2021,1744619,27019,,1717600.0,8122.918164050524,19406606.0,1.5487049034774931,90356.84718552984
1109,Georgia,02-03-2021,922364,14587,,907777.0,8687.268087557593,6524223.0,1.5814797628701898,61448.272335010115
1110,Hawaii,02-03-2021,26814,414,,25873.0,1856.5237535596439,978901.0,1.5711785741459332,69137.676287122
1111,Idaho,02-03-2021,164163,1748,83336.0,79079.0,9186.1795737704,607115.0,1.064795355835359,33972.743017181805
1112,Illinois,02-03-2021,1134231,21420,,1112811.0,8950.812988914537,16258348.0,1.8885041935901945,128303.16968650365
1113,Indiana,02-03-2021,631331,11408,411314.0,209926.0,9377.754942315454,7096324.0,1.5983691597593022,105408.39506260863
1114,Iowa,02-03-2021,322308,4975,288259.0,29074.0,10215.55781646683,1260185.0,1.5435546123583652,39941.58608208376
1115,Kansas,02-03-2021,281322,3872,5810.0,271640.0,9656.425637607206,1186849.0,1.3763587632677146,40738.79437643865
1116,Kentucky,02-03-2021,369510,3863,44073.0,321574.0,8270.748552993919,3635689.0,1.0454385537603854,81377.68811638631
1117,Louisiana,02-03-2021,406235,9006,363457.0,33772.0,8738.502932158319,5089529.0,2.21694339483304,109480.63089050623
1118,Maine,02-03-2021,40233,627,12467.0,27139.0,2993.054666972174,1422632.0,1.5584221907389455,105833.90120010832
1119,Maryland,02-03-2021,357483,7220,9511.0,340752.0,5913.032115494038,7066871.0,2.019676460139363,116891.2512736367
1120,Massachusetts,02-03-2021,531117,14708,389717.0,126692.0,7705.720258663652,13874158.0,2.7692579977669705,201293.46334705985
1121,Michigan,02-03-2021,615860,15644,481801.0,118415.0,6166.704900250399,9475374.0,2.540187704997889,94878.4387320255
1122,Minnesota,02-03-2021,463766,6302,449707.0,7757.0,8223.337976662307,6281780.0,1.3588749498669588,111386.34577575275
1123,Mississippi,02-03-2021,277322,6158,222812.0,48352.0,9318.149057725268,1604952.0,2.2205234348519047,53927.13872860532
1124,Missouri,02-03-2021,537804,7415,,469843.0,7775.700179293346,4185641.0,1.547478354161952,68198.61674955697
1125,Montana,02-03-2021,94810,1303,90086.0,3421.0,8870.87870446435,970527.0,1.3743276025735682,90807.1648181381
1126,Nebraska,02-03-2021,192042,1931,137684.0,52427.0,9927.688471098134,2132924.0,1.0055092115266453,110262.36450635023
1127,Nevada,02-03-2021,280707,4373,,276334.0,9113.402048467677,2511160.0,1.5578521376381782,81527.03953955579
1128,New Hampshire,02-03-2021,67041,1076,61564.0,4081.0,4906.9986195595975,1281021.0,1.612685661186133,94212.74079565438
1129,New Jersey,02-03-2021,705807,21693,68429.0,615685.0,7946.317293370216,9603984.0,3.0735030964555468,108126.30668787766
1130,New Mexico,02-03-2021,175652,3338,107645.0,64669.0,8377.030268085762,2376514.0,1.9003484161865507,113338.47442972222
