,date,location,total_vaccinations,people_fully_vaccinated
628,2021-01-24,Tennessee,452042.0,96619.0
629,2021-01-24,Texas,1763299.0,259056.0
630,2021-01-24,Utah,202729.0,20697.0
631,2021-01-24,Vermont,51872.0,9853.0
632,2021-01-24,Virginia,451668.0,51170.0
633,2021-01-24,Washington,449385.0,68486.0
634,2021-01-24,West Virginia,202883.0,39071.0
635,2021-01-24,Wisconsin,308290.0,45641.0
636,2021-01-24,Wyoming,40803.0,4895.0
637,2021-01-25,Alabama,250612.0,29978.0
638,2021-01-25,Alaska,97031.0,16673.0
639,2021-01-25,Arizona,413662.0,62711.0
640,2021-01-25,Arkansas,221095.0,33159.0
641,2021-01-25,California,2330633.0,371482.0
642,2021-01-25,Colorado,447880.0,80467.0
643,2021-01-25,Connecticut,331264.0,42421.0
644,2021-01-25,Delaware,66914.0,11647.0
645,2021-01-25,Florida,1544794.0,156298.0
646,2021-01-25,Georgia,604067.0,59965.0
647,2021-01-25,Hawaii,92092.0,17795.0
648,2021-01-25,Idaho,91271.0,14419.0
649,2021-01-25,Illinois,723203.0,137465.0
650,2021-01-25,Indiana,491856.0,83554.0
651,2021-01-25,Iowa,196203.0,32149.0
652,2021-01-25,Kansas,154719.0,23635.0
653,2021-01-25,Kentucky,307462.0,30010.0
654,2021-01-25,Louisiana,341447.0,43151.0
655,2021-01-25,Maine,104069.0,19873.0
656,2021-01-25,Maryland,350835.0,39259.0
657,2021-01-25,Massachusetts,433615.0,64648.0
658,2021-01-25,Michigan,727437.0,116840.0
659,2021-01-25,Minnesota,346864.0,72266.0
660,2021-01-25,Mississippi,180960.0,16034.0
661,2021-01-25,Missouri,335695.0,75823.0
662,2021-01-25,Montana,77356.0,14111.0
663,2021-01-25,Nebraska,134033.0,22547.0
664,2021-01-25,Nevada,159869.0,22279.0
665,2021-01-25,New Hampshire,94623.0,13907.0
666,2021-01-25,New Jersey,563141.0,69374.0
667,2021-01-25,New Mexico,204670.0,35507.0
668,2021-01-25,North Carolina,676037.0,86064.0
669,2021-01-25,North Dakota,75242.0,15680.0
670,2021-01-25,Ohio,685622.0,76949.0
671,2021-01-25,Oklahoma,326546.0,41634.0
672,2021-01-25,Oregon,300676.0,42426.0
673,2021-01-25,Pennsylvania,776799.0,135939.0
674,2021-01-25,Rhode Island,70419.0,13649.0
675,2021-01-25,South Carolina,307348.0,47563.0
676,2021-01-25,South Dakota,82512.0,18504.0
677,2021-01-25,Tennessee,462646.0,99842.0
678,2021-01-25,Texas,1804006.0,270118.0
679,2021-01-25,Utah,229007.0,25693.0
680,2021-01-25,Vermont,53624.0,10195.0
681,2021-01-25,Virginia,482973.0,59852.0
682,2021-01-25,Washington,488785.0,73738.0
683,2021-01-25,West Virginia,203992.0,39453.0
684,2021-01-25,Wisconsin,315876.0,47409.0
685,2021-01-25,Wyoming,41156.0,4900.0
686,2021-01-26,Alabama,254959.0,30933.0
687,2021-01-26,Alaska,98149.0,16815.0
688,2021-01-26,Arizona,430892.0,64551.0
689,2021-01-26,Arkansas,236290.0,37055.0
690,2021-01-26,California,2446577.0,387563.0
691,2021-01-26,Colorado,457746.0,82946.0
692,2021-01-26,Connecticut,342643.0,45190.0
693,2021-01-26,Delaware,68507.0,11724.0
694,2021-01-26,Florida,1575490.0,158886.0
695,2021-01-26,Georgia,668589.0,64989.0
696,2021-01-26,Hawaii,93760.0,17939.0
697,2021-01-26,Idaho,93766.0,14627.0
698,2021-01-26,Illinois,737989.0,140394.0
699,2021-01-26,Indiana,498824.0,84719.0
700,2021-01-26,Iowa,197982.0,32547.0
701,2021-01-26,Kansas,158743.0,25349.0
702,2021-01-26,Kentucky,312192.0,30633.0
703,2021-01-26,Louisiana,345675.0,43189.0
704,2021-01-26,Maine,104924.0,20096.0
705,2021-01-26,Maryland,365519.0,42228.0
706,2021-01-26,Massachusetts,442703.0,65761.0
707,2021-01-26,Michigan,742270.0,119962.0
708,2021-01-26,Minnesota,360442.0,72622.0
709,2021-01-26,Mississippi,182013.0,16134.0
710,2021-01-26,Missouri,340273.0,76467.0
711,2021-01-26,Montana,77748.0,14245.0
712,2021-01-26,Nebraska,135131.0,23065.0
713,2021-01-26,Nevada,164362.0,22508.0
714,2021-01-26,New Hampshire,97002.0,15542.0
715,2021-01-26,New Jersey,575733.0,72212.0
716,2021-01-26,New Mexico,210136.0,35823.0
717,2021-01-26,North Carolina,699722.0,87292.0
718,2021-01-26,North Dakota,75457.0,15742.0
719,2021-01-26,Ohio,708026.0,80329.0
720,2021-01-26,Oklahoma,328874.0,41814.0
721,2021-01-26,Oregon,308066.0,43942.0
722,2021-01-26,Pennsylvania,800354.0,141304.0
723,2021-01-26,Rhode Island,72264.0,14148.0
724,2021-01-26,South Carolina,317211.0,48157.0
725,2021-01-26,South Dakota,82823.0,18753.0
726,2021-01-26,Tennessee,467933.0,101657.0
727,2021-01-26,Texas,1917896.0,301684.0
728,2021-01-26,Utah,230418.0,25817.0
729,2021-01-26,Vermont,54416.0,10349.0
730,2021-01-26,Virginia,594828.0,72628.0
731,2021-01-26,Washington,507610.0,76144.0
732,2021-01-26,West Virginia,210492.0,42821.0
733,2021-01-26,Wisconsin,318096.0,48017.0
734,2021-01-26,Wyoming,41339.0,4900.0
735,2021-01-27,Alabama,266444.0,33595.0
736,2021-01-27,Alaska,101597.0,18097.0
737,2021-01-27,Arizona,458258.0,68846.0
738,2021-01-27,Arkansas,252824.0,40910.0
739,2021-01-27,California,2579666.0,417606.0
740,2021-01-27,Colorado,474527.0,90200.0
741,2021-01-27,Connecticut,360991.0,51939.0
742,2021-01-27,Delaware,77449.0,12352.0
743,2021-01-27,Florida,1632491.0,176671.0
744,2021-01-27,Georgia,712866.0,75360.0
745,2021-01-27,Hawaii,97692.0,18544.0
746,2021-01-27,Idaho,96991.0,15443.0
747,2021-01-27,Illinois,766659.0,147925.0
748,2021-01-27,Indiana,524180.0,91255.0
749,2021-01-27,Iowa,204196.0,36067.0
750,2021-01-27,Kansas,168392.0,26457.0
751,2021-01-27,Kentucky,323268.0,36054.0
752,2021-01-27,Louisiana,358746.0,46954.0
753,2021-01-27,Maine,109183.0,21707.0
754,2021-01-27,Maryland,389253.0,48629.0
755,2021-01-27,Massachusetts,464275.0,73152.0
756,2021-01-27,Michigan,772031.0,131282.0
757,2021-01-27,Minnesota,375395.0,75844.0
758,2021-01-27,Mississippi,190239.0,17499.0
759,2021-01-27,Missouri,358150.0,79526.0
760,2021-01-27,Montana,81169.0,15397.0
761,2021-01-27,Nebraska,139573.0,24598.0
762,2021-01-27,Nevada,174367.0,23852.0
763,2021-01-27,New Hampshire,103080.0,18224.0
764,2021-01-27,New Jersey,611862.0,79648.0
765,2021-01-27,New Mexico,217075.0,38292.0
766,2021-01-27,North Carolina,716748.0,88145.0
767,2021-01-27,North Dakota,77230.0,16952.0
768,2021-01-27,Ohio,746249.0,88834.0
769,2021-01-27,Oklahoma,345144.0,46596.0
770,2021-01-27,Oregon,325488.0,48261.0
771,2021-01-27,Pennsylvania,851980.0,156798.0
772,2021-01-27,Rhode Island,76284.0,16410.0
773,2021-01-27,South Carolina,326985.0,49869.0
774,2021-01-27,South Dakota,86986.0,21895.0
775,2021-01-27,Tennessee,487632.0,112362.0
776,2021-01-27,Texas,1974374.0,324212.0
777,2021-01-27,Utah,239807.0,30065.0
778,2021-01-27,Vermont,55377.0,10806.0
779,2021-01-27,Virginia,629019.0,79443.0
780,2021-01-27,Washington,534445.0,81786.0
781,2021-01-27,West Virginia,214926.0,45244.0
782,2021-01-27,Wisconsin,335519.0,52332.0
783,2021-01-27,Wyoming,43425.0,5419.0
784,2021-01-28,Alabama,278993.0,37431.0
785,2021-01-28,Alaska,105858.0,20045.0
786,2021-01-28,Arizona,487149.0,73927.0
787,2021-01-28,Arkansas,252824.0,40910.0
788,2021-01-28,California,2746876.0,458585.0
789,2021-01-28,Colorado,495706.0,98663.0
790,2021-01-28,Connecticut,381160.0,59437.0
791,2021-01-28,Delaware,82289.0,13121.0
792,2021-01-28,Florida,1707251.0,204623.0
793,2021-01-28,Georgia,764211.0,89305.0
794,2021-01-28,Hawaii,103944.0,19804.0
795,2021-01-28,Idaho,102800.0,16724.0
796,2021-01-28,Illinois,823325.0,162086.0
797,2021-01-28,Indiana,552144.0,97614.0
798,2021-01-28,Iowa,212497.0,40477.0
799,2021-01-28,Kansas,190301.0,31429.0
800,2021-01-28,Kentucky,342200.0,43142.0
801,2021-01-28,Louisiana,375895.0,51583.0
802,2021-01-28,Maine,115191.0,24925.0
803,2021-01-28,Maryland,412206.0,56274.0
804,2021-01-28,Massachusetts,490332.0,83637.0
805,2021-01-28,Michigan,814416.0,143757.0
806,2021-01-28,Minnesota,403640.0,87269.0
807,2021-01-28,Mississippi,201247.0,19475.0
808,2021-01-28,Missouri,382552.0,85827.0
809,2021-01-28,Montana,86213.0,18149.0
810,2021-01-28,Nebraska,150019.0,32380.0
811,2021-01-28,Nevada,194942.0,26327.0
812,2021-01-28,New Hampshire,110451.0,21781.0
813,2021-01-28,New Jersey,648215.0,88198.0
814,2021-01-28,New Mexico,224692.0,41669.0
815,2021-01-28,North Carolina,849801.0,120480.0
816,2021-01-28,North Dakota,80051.0,18244.0
817,2021-01-28,Ohio,789869.0,106035.0
818,2021-01-28,Oklahoma,363253.0,52465.0
819,2021-01-28,Oregon,340383.0,53662.0
820,2021-01-28,Pennsylvania,856371.0,159259.0
821,2021-01-28,Rhode Island,80138.0,18562.0
822,2021-01-28,South Carolina,359949.0,55183.0
823,2021-01-28,South Dakota,91776.0,24543.0
824,2021-01-28,Tennessee,510050.0,123116.0
825,2021-01-28,Texas,2107005.0,373624.0
826,2021-01-28,Utah,239807.0,30065.0
827,2021-01-28,Vermont,58871.0,12418.0
828,2021-01-28,Virginia,668401.0,89645.0
829,2021-01-28,Washington,571135.0,91733.0
830,2021-01-28,West Virginia,224604.0,50843.0
831,2021-01-28,Wisconsin,361917.0,57508.0
832,2021-01-28,Wyoming,43425.0,5419.0
833,2021-01-29,Alabama,300915.0,44073.0
834,2021-01-29,Alaska,110396.0,21593.0
835,2021-01-29,Arizona,521097.0,80773.0
836,2021-01-29,Arkansas,269993.0,45918.0
837,2021-01-29,California,2910562.0,487552.0
838,2021-01-29,Colorado,521879.0,108507.0
839,2021-01-29,Connecticut,403370.0,67624.0
840,2021-01-29,Delaware,87300.0,14210.0
841,2021-01-29,Florida,1796246.0,236834.0
842,2021-01-29,Georgia,810291.0,99941.0
843,2021-01-29,Hawaii,111165.0,21736.0
844,2021-01-29,Idaho,108873.0,18970.0
845,2021-01-29,Illinois,884502.0,181063.0
846,2021-01-29,Indiana,581322.0,105208.0
847,2021-01-29,Iowa,224347.0,46785.0
848,2021-01-29,Kansas,190540.0,31482.0
849,2021-01-29,Kentucky,366643.0,52251.0
850,2021-01-29,Louisiana,398312.0,58132.0
851,2021-01-29,Maine,123207.0,28255.0
852,2021-01-29,Maryland,442565.0,66582.0
853,2021-01-29,Massachusetts,520504.0,96373.0
854,2021-01-29,Michigan,866663.0,159723.0
855,2021-01-29,Minnesota,440350.0,98634.0
856,2021-01-29,Mississippi,212748.0,21354.0
857,2021-01-29,Missouri,408441.0,92389.0
858,2021-01-29,Montana,92589.0,21007.0
859,2021-01-29,Nebraska,158370.0,37350.0
860,2021-01-29,Nevada,210185.0,29163.0
861,2021-01-29,New Hampshire,117408.0,25055.0
862,2021-01-29,New Jersey,727426.0,108740.0
863,2021-01-29,New Mexico,238755.0,46878.0
864,2021-01-29,North Carolina,851223.0,120946.0
865,2021-01-29,North Dakota,86175.0,20700.0
866,2021-01-29,Ohio,843099.0,125794.0
867,2021-01-29,Oklahoma,386688.0,60680.0
868,2021-01-29,Oregon,359391.0,58664.0
869,2021-01-29,Pennsylvania,972742.0,193432.0
870,2021-01-29,Rhode Island,83607.0,20321.0
871,2021-01-29,South Carolina,385158.0,60974.0
872,2021-01-29,South Dakota,97231.0,26665.0
873,2021-01-29,Tennessee,545921.0,143592.0
874,2021-01-29,Texas,2219867.0,413844.0
875,2021-01-29,Utah,271127.0,40909.0
876,2021-01-29,Vermont,61737.0,14168.0
877,2021-01-29,Virginia,724768.0,99790.0
878,2021-01-29,Washington,607071.0,99955.0
879,2021-01-29,West Virginia,239963.0,58113.0
880,2021-01-29,Wisconsin,406869.0,65354.0
881,2021-01-29,Wyoming,49166.0,7674.0
882,2021-01-30,Alabama,342436.0,53742.0
883,2021-01-30,Alaska,115268.0,23320.0
884,2021-01-30,Arizona,557369.0,86990.0
885,2021-01-30,Arkansas,288651.0,52118.0
886,2021-01-30,California,3095781.0,524350.0
887,2021-01-30,Colorado,545356.0,118770.0
888,2021-01-30,Connecticut,421191.0,73706.0
889,2021-01-30,Delaware,92509.0,14956.0
890,2021-01-30,Florida,1890198.0,274211.0
891,2021-01-30,Georgia,856746.0,109311.0
892,2021-01-30,Hawaii,120502.0,23758.0
893,2021-01-30,Idaho,114729.0,20148.0
894,2021-01-30,Illinois,948804.0,197643.0
895,2021-01-30,Indiana,607185.0,111233.0
896,2021-01-30,Iowa,237874.0,52324.0
897,2021-01-30,Kansas,206520.0,36738.0
898,2021-01-30,Kentucky,386001.0,59367.0
899,2021-01-30,Louisiana,420908.0,65136.0
900,2021-01-30,Maine,132067.0,31055.0
901,2021-01-30,Maryland,475780.0,76905.0
902,2021-01-30,Massachusetts,547082.0,106799.0
903,2021-01-30,Michigan,922423.0,175117.0
904,2021-01-30,Minnesota,485850.0,107528.0
905,2021-01-30,Mississippi,222487.0,22816.0
906,2021-01-30,Missouri,408441.0,92389.0
907,2021-01-30,Montana,99272.0,23785.0
908,2021-01-30,Nebraska,167276.0,41093.0
909,2021-01-30,Nevada,224192.0,31783.0
910,2021-01-30,New Hampshire,123740.0,27544.0
911,2021-01-30,New Jersey,768944.0,117791.0
912,2021-01-30,New Mexico,248321.0,50153.0
913,2021-01-30,North Carolina,898736.0,135263.0
914,2021-01-30,North Dakota,91585.0,22968.0
915,2021-01-30,Ohio,911004.0,150948.0
916,2021-01-30,Oklahoma,410305.0,68510.0
917,2021-01-30,Oregon,382392.0,66188.0
918,2021-01-30,Pennsylvania,1032426.0,209964.0
919,2021-01-30,Rhode Island,88094.0,22401.0
920,2021-01-30,South Carolina,407860.0,66286.0
921,2021-01-30,South Dakota,102847.0,28547.0
922,2021-01-30,Tennessee,574142.0,155936.0
923,2021-01-30,Texas,2340658.0,452040.0
924,2021-01-30,Utah,286501.0,45874.0
925,2021-01-30,Vermont,63777.0,15213.0
926,2021-01-30,Virginia,785920.0,110877.0
927,2021-01-30,Washington,643951.0,108221.0
928,2021-01-30,West Virginia,256401.0,65165.0
929,2021-01-30,Wisconsin,450251.0,71976.0
930,2021-01-30,Wyoming,49166.0,7674.0
931,2021-01-31,Alabama,353974.0,55331.0
932,2021-01-31,Alaska,119590.0,24545.0
933,2021-01-31,Arizona,594104.0,92666.0
934,2021-01-31,Arkansas,303793.0,56264.0
935,2021-01-31,California,3285351.0,558977.0
936,2021-01-31,Colorado,569234.0,125078.0
937,2021-01-31,Connecticut,436842.0,79511.0
938,2021-01-31,Delaware,99954.0,16397.0
939,2021-01-31,Florida,1959626.0,297584.0
940,2021-01-31,Georgia,906186.0,119878.0
941,2021-01-31,Hawaii,129267.0,25868.0
942,2021-01-31,Idaho,120880.0,21636.0
943,2021-01-31,Illinois,1011454.0,211528.0
944,2021-01-31,Indiana,607185.0,111233.0
945,2021-01-31,Iowa,252202.0,58367.0
946,2021-01-31,Kansas,221469.0,39753.0
947,2021-01-31,Kentucky,404705.0,64890.0
948,2021-01-31,Louisiana,443715.0,73436.0
949,2021-01-31,Maine,140353.0,33121.0
950,2021-01-31,Maryland,505454.0,82743.0
951,2021-01-31,Massachusetts,579181.0,116315.0
952,2021-01-31,Michigan,977030.0,190777.0
953,2021-01-31,Minnesota,518744.0,114255.0
954,2021-01-31,Mississippi,236401.0,24455.0
955,2021-01-31,Missouri,444384.0,100237.0
956,2021-01-31,Montana,104525.0,24885.0
957,2021-01-31,Nebraska,177711.0,43712.0
958,2021-01-31,Nevada,241078.0,33923.0
959,2021-01-31,New Hampshire,128313.0,29736.0
960,2021-01-31,New Jersey,795440.0,123147.0
961,2021-01-31,New Mexico,264147.0,56314.0
962,2021-01-31,North Carolina,951657.0,149906.0
963,2021-01-31,North Dakota,97915.0,25359.0
964,2021-01-31,Ohio,954013.0,163622.0
965,2021-01-31,Oklahoma,437985.0,78459.0
966,2021-01-31,Oregon,407890.0,74927.0
967,2021-01-31,Pennsylvania,1088172.0,223489.0
968,2021-01-31,Rhode Island,91177.0,23408.0
969,2021-01-31,South Carolina,439541.0,74459.0
970,2021-01-31,South Dakota,105961.0,29362.0
971,2021-01-31,Tennessee,609213.0,169166.0
972,2021-01-31,Texas,2408879.0,478812.0
973,2021-01-31,Utah,286501.0,45874.0
974,2021-01-31,Vermont,67180.0,16491.0
975,2021-01-31,Virginia,833221.0,118612.0
976,2021-01-31,Washington,684344.0,117398.0
977,2021-01-31,West Virginia,259774.0,67183.0
978,2021-01-31,Wisconsin,491058.0,78902.0
979,2021-01-31,Wyoming,57023.0,9321.0
980,2021-02-01,Alabama,358280.0,56308.0
981,2021-02-01,Alaska,122020.0,25467.0
982,2021-02-01,Arizona,620608.0,95671.0
983,2021-02-01,Arkansas,311230.0,58613.0
984,2021-02-01,California,3453284.0,581985.0
985,2021-02-01,Colorado,589787.0,130738.0
986,2021-02-01,Connecticut,449253.0,83855.0
987,2021-02-01,Delaware,102697.0,17628.0
988,2021-02-01,Florida,2005378.0,315392.0
989,2021-02-01,Georgia,930517.0,125548.0
990,2021-02-01,Hawaii,135836.0,27090.0
991,2021-02-01,Idaho,124377.0,22468.0
992,2021-02-01,Illinois,1054814.0,219095.0
993,2021-02-01,Indiana,607185.0,111233.0
994,2021-02-01,Iowa,257468.0,60259.0
995,2021-02-01,Kansas,226895.0,42297.0
996,2021-02-01,Kentucky,415545.0,66077.0
997,2021-02-01,Louisiana,463179.0,85872.0
998,2021-02-01,Maine,145786.0,34299.0
999,2021-02-01,Maryland,528301.0,87039.0
1000,2021-02-01,Massachusetts,608947.0,122652.0
1001,2021-02-01,Michigan,1005544.0,197770.0
1002,2021-02-01,Minnesota,546330.0,118959.0
1003,2021-02-01,Mississippi,238859.0,25077.0
1004,2021-02-01,Missouri,462202.0,103241.0
1005,2021-02-01,Montana,106145.0,25438.0
1006,2021-02-01,Nebraska,180917.0,45716.0
1007,2021-02-01,Nevada,248754.0,35559.0
1008,2021-02-01,New Hampshire,130515.0,30421.0
1009,2021-02-01,New Jersey,810293.0,127552.0
1010,2021-02-01,New Mexico,275224.0,60099.0
1011,2021-02-01,North Carolina,975743.0,155824.0
1012,2021-02-01,North Dakota,99481.0,26136.0
1013,2021-02-01,Ohio,1004624.0,179168.0
1014,2021-02-01,Oklahoma,443581.0,80231.0
1015,2021-02-01,Oregon,423627.0,79522.0
1016,2021-02-01,Pennsylvania,1134185.0,231261.0
1017,2021-02-01,Rhode Island,94240.0,25435.0
1018,2021-02-01,South Carolina,462751.0,80038.0
1019,2021-02-01,South Dakota,107685.0,30557.0
1020,2021-02-01,Tennessee,627911.0,178248.0
1021,2021-02-01,Texas,2496232.0,502794.0
1022,2021-02-01,Utah,323030.0,62607.0
1023,2021-02-01,Vermont,72428.0,18338.0
1024,2021-02-01,Virginia,870820.0,125933.0
1025,2021-02-01,Washington,720603.0,126672.0
1026,2021-02-01,West Virginia,260325.0,67363.0
1027,2021-02-01,Wisconsin,513385.0,81097.0
1028,2021-02-01,Wyoming,58721.0,9651.0
1029,2021-02-02,Alabama,371882.0,58825.0
1030,2021-02-02,Alaska,123443.0,26207.0
1031,2021-02-02,Arizona,631662.0,96660.0
1032,2021-02-02,Arkansas,314470.0,59903.0
1033,2021-02-02,California,3543817.0,592045.0
1034,2021-02-02,Colorado,601347.0,132752.0
1035,2021-02-02,Connecticut,456090.0,86602.0
1036,2021-02-02,Delaware,103770.0,18040.0
1037,2021-02-02,Florida,2048143.0,329176.0
1038,2021-02-02,Georgia,940066.0,129885.0
1039,2021-02-02,Hawaii,137914.0,27156.0
1040,2021-02-02,Idaho,126648.0,22725.0
1041,2021-02-02,Illinois,1073076.0,223026.0
1042,2021-02-02,Indiana,612289.0,112864.0
1043,2021-02-02,Iowa,259522.0,61085.0
1044,2021-02-02,Kansas,231201.0,44420.0
1045,2021-02-02,Kentucky,419562.0,66852.0
1046,2021-02-02,Louisiana,476014.0,96606.0
1047,2021-02-02,Maine,145786.0,34299.0
1048,2021-02-02,Maryland,537037.0,88359.0
1049,2021-02-02,Massachusetts,625477.0,126560.0
1050,2021-02-02,Michigan,1015483.0,200265.0
1051,2021-02-02,Minnesota,552701.0,119631.0
1052,2021-02-02,Mississippi,240125.0,25408.0
1053,2021-02-02,Missouri,466406.0,104063.0
1054,2021-02-02,Montana,107324.0,25824.0
1055,2021-02-02,Nebraska,182412.0,46523.0
1056,2021-02-02,Nevada,253174.0,37568.0
1057,2021-02-02,New Hampshire,135799.0,32381.0
1058,2021-02-02,New Jersey,836584.0,137096.0
1059,2021-02-02,New Mexico,277617.0,60740.0
1060,2021-02-02,North Carolina,976153.0,155973.0
1061,2021-02-02,North Dakota,99990.0,26493.0
1062,2021-02-02,Ohio,1045139.0,189502.0
1063,2021-02-02,Oklahoma,445675.0,80465.0
1064,2021-02-02,Oregon,438302.0,83898.0
1065,2021-02-02,Pennsylvania,1155945.0,236995.0
1066,2021-02-02,Rhode Island,99541.0,26027.0
1067,2021-02-02,South Carolina,470696.0,81203.0
1068,2021-02-02,South Dakota,108004.0,30803.0
1069,2021-02-02,Tennessee,631885.0,179546.0
1070,2021-02-02,Texas,2496232.0,502794.0
1071,2021-02-02,Utah,324636.0,63286.0
1072,2021-02-02,Vermont,74021.0,18903.0
1073,2021-02-02,Virginia,901213.0,132292.0
1074,2021-02-02,Washington,741769.0,130908.0
1075,2021-02-02,West Virginia,264205.0,69893.0
1076,2021-02-02,Wisconsin,522034.0,81523.0
1077,2021-02-02,Wyoming,59018.0,9848.0
1078,2021-02-03,Alabama,388339.0,62990.0
1079,2021-02-03,Alaska,125765.0,27528.0
1080,2021-02-03,Arizona,656040.0,102107.0
1081,2021-02-03,Arkansas,322447.0,63356.0
1082,2021-02-03,California,3671316.0,613845.0
1083,2021-02-03,Colorado,617125.0,140610.0
1084,2021-02-03,Connecticut,465008.0,90574.0
1085,2021-02-03,Delaware,107544.0,18568.0
1086,2021-02-03,Florida,2133168.0,373238.0
1087,2021-02-03,Georgia,975038.0,140900.0
1088,2021-02-03,Hawaii,143686.0,28245.0
1089,2021-02-03,Idaho,132384.0,24171.0
1090,2021-02-03,Illinois,1108571.0,230850.0
1091,2021-02-03,Indiana,637745.0,120352.0
1092,2021-02-03,Iowa,266777.0,64234.0
1093,2021-02-03,Kansas,241156.0,47394.0
1094,2021-02-03,Kentucky,435400.0,73264.0
1095,2021-02-03,Louisiana,488960.0,104070.0
1096,2021-02-03,Maine,145786.0,34299.0
1097,2021-02-03,Maryland,546409.0,91468.0
1098,2021-02-03,Massachusetts,625477.0,126560.0
1099,2021-02-03,Michigan,1042268.0,214234.0
1100,2021-02-03,Minnesota,552701.0,119631.0
1101,2021-02-03,Mississippi,250905.0,27786.0
1102,2021-02-03,Missouri,482112.0,106842.0
1103,2021-02-03,Montana,110374.0,26345.0
1104,2021-02-03,Nebraska,188285.0,48889.0
1105,2021-02-03,Nevada,279471.0,41227.0
1106,2021-02-03,New Hampshire,138271.0,34130.0
1107,2021-02-03,New Jersey,851721.0,145570.0
1108,2021-02-03,New Mexico,284830.0,62821.0
1109,2021-02-03,North Carolina,1026683.0,170087.0
1110,2021-02-03,North Dakota,103572.0,27418.0
1111,2021-02-03,Ohio,1085391.0,200784.0
1112,2021-02-03,Oklahoma,462440.0,87596.0
1113,2021-02-03,Oregon,454269.0,91240.0
1114,2021-02-03,Pennsylvania,1158091.0,237876.0
1115,2021-02-03,Rhode Island,101474.0,26973.0
1116,2021-02-03,South Carolina,479202.0,84010.0
1117,2021-02-03,South Dakota,110967.0,31863.0
1118,2021-02-03,Tennessee,657819.0,192674.0
1119,2021-02-03,Texas,2652896.0,564433.0
1120,2021-02-03,Utah,324636.0,63286.0
1121,2021-02-03,Vermont,74718.0,19237.0
1122,2021-02-03,Virginia,922940.0,138321.0
1123,2021-02-03,Washington,765954.0,137930.0
1124,2021-02-03,West Virginia,268065.0,72456.0
1125,2021-02-03,Wisconsin,548172.0,84830.0
1126,2021-02-03,Wyoming,60775.0,10495.0
1127,2021-02-04,Alabama,408428.0,69155.0
1128,2021-02-04,Alaska,129936.0,30172.0
1129,2021-02-04,Arizona,686116.0,111645.0
1130,2021-02-04,Arkansas,338227.0,68778.0
1131,2021-02-04,California,3723803.0,625189.0
1132,2021-02-04,Colorado,638923.0,149829.0
1133,2021-02-04,Connecticut,481826.0,97568.0
1134,2021-02-04,Delaware,110784.0,20394.0
1135,2021-02-04,Florida,2223754.0,422482.0
1136,2021-02-04,Georgia,1008040.0,152626.0
1137,2021-02-04,Hawaii,151107.0,30573.0
1138,2021-02-04,Idaho,141897.0,26345.0
1139,2021-02-04,Illinois,1178369.0,247763.0
1140,2021-02-04,Indiana,671191.0,129626.0
1141,2021-02-04,Iowa,279252.0,69401.0
1142,2021-02-04,Kansas,251425.0,51322.0
1143,2021-02-04,Kentucky,455783.0,81502.0
1144,2021-02-04,Louisiana,509982.0,115629.0
1145,2021-02-04,Maine,153439.0,36870.0
1146,2021-02-04,Maryland,565821.0,101425.0
1147,2021-02-04,Massachusetts,652929.0,134311.0
1148,2021-02-04,Michigan,1078808.0,229373.0
1149,2021-02-04,Minnesota,634453.0,131728.0
1150,2021-02-04,Mississippi,250905.0,27786.0
1151,2021-02-04,Missouri,505207.0,112106.0
1152,2021-02-04,Montana,116148.0,28942.0
1153,2021-02-04,Nebraska,195126.0,52390.0
1154,2021-02-04,Nevada,291601.0,45735.0
1155,2021-02-04,New Hampshire,145086.0,36868.0
1156,2021-02-04,New Jersey,851721.0,145570.0
1157,2021-02-04,New Mexico,294566.0,67246.0
1158,2021-02-04,North Carolina,1063474.0,186914.0
1159,2021-02-04,North Dakota,106900.0,28847.0
1160,2021-02-04,Ohio,1128082.0,217948.0
1161,2021-02-04,Oklahoma,484384.0,99354.0
1162,2021-02-04,Oregon,471983.0,100414.0
1163,2021-02-04,Pennsylvania,1218735.0,257255.0
1164,2021-02-04,Rhode Island,103876.0,27884.0
1165,2021-02-04,South Carolina,497433.0,89983.0
1166,2021-02-04,South Dakota,115676.0,33898.0
1167,2021-02-04,Tennessee,684242.0,204419.0
1168,2021-02-04,Texas,2805359.0,621991.0
1169,2021-02-04,Utah,353469.0,74992.0
1170,2021-02-04,Vermont,77198.0,20843.0
1171,2021-02-04,Virginia,949066.0,146937.0
1172,2021-02-04,Washington,797358.0,147498.0
1173,2021-02-04,West Virginia,276753.0,78405.0
1174,2021-02-04,Wisconsin,548912.0,84998.0
1175,2021-02-04,Wyoming,60775.0,10495.0
1176,2021-02-05,Alabama,430597.0,76603.0
1177,2021-02-05,Alaska,134002.0,32593.0
1178,2021-02-05,Arizona,719458.0,121227.0
1179,2021-02-05,Arkansas,351175.0,73810.0
1180,2021-02-05,California,3920632.0,675027.0
1181,2021-02-05,Colorado,661703.0,162511.0
1182,2021-02-05,Connecticut,502347.0,106224.0
1183,2021-02-05,Delaware,114226.0,21264.0
1184,2021-02-05,Florida,2260744.0,440172.0
1185,2021-02-05,Georgia,1051622.0,169163.0
1186,2021-02-05,Hawaii,169713.0,33726.0
1187,2021-02-05,Idaho,159394.0,28970.0
1188,2021-02-05,Illinois,1247521.0,260248.0
1189,2021-02-05,Indiana,710888.0,142405.0
